SupplierID,SupplierName,SupplierRegion,ComponentType,Month,Deliveries,UnitsReceived,DefectiveUnits,DefectRate,SupplierRating
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2025-04,11,29810,2257,7.574,D
SUP-0126,Powell-Morris Group,Germany,Connectors,2023-08,15,28005,1834,6.552,D
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2025-11,16,12912,592,4.59,C
SUP-0136,Duarte-Butler Group,USA,Circuit Breakers,2024-09,24,26040,359,1.381,A
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2023-06,13,6747,117,1.743,B
SUP-0065,Garrison Group Industries,Mexico,Transformers,2025-05,12,29628,1535,5.181,D
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2024-11,8,21560,693,3.217,C
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2025-06,24,97392,4238,4.352,C
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2024-11,2,9164,413,4.509,C
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2025-07,21,93849,5201,5.543,D
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2025-07,23,23276,556,2.39,B
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2025-09,20,21880,1374,6.284,D
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2025-10,18,12978,836,6.445,D
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2024-04,23,47771,2823,5.912,D
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2025-03,13,4927,62,1.274,A
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2024-06,6,8772,135,1.55,B
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2024-12,18,83880,6710,8.0,D
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2024-04,19,85348,701,0.822,A
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2025-03,16,6848,238,3.484,C
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2024-06,7,23982,119,0.5,A
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2025-01,5,19795,595,3.009,C
SUP-0066,Lopez and Sons Corp,China,Connectors,2024-09,9,37494,2044,5.454,D
SUP-0061,Cox Ltd Corp,USA,Metal Components,2024-11,16,63696,2843,4.464,C
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2023-01,20,65640,3324,5.065,D
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2023-10,5,11740,177,1.514,B
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2023-05,14,4074,129,3.17,C
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2024-06,21,34545,722,2.091,B
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2024-01,3,8946,301,3.374,C
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2023-08,10,48170,2348,4.875,C
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2025-01,8,28352,1012,3.571,C
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2024-10,19,54188,2429,4.484,C
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2025-08,19,7011,163,2.335,B
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2023-12,21,40005,200,0.5,A
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2023-09,25,33775,770,2.281,B
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2023-12,17,21879,252,1.156,A
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2025-01,3,5106,98,1.931,B
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2024-07,21,79296,1031,1.301,A
SUP-0033,Knox-Smith Group,India,Connectors,2024-01,17,54332,3771,6.942,D
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2024-05,8,12088,673,5.574,D
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2025-08,17,84626,2183,2.581,B
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2023-01,17,46512,2362,5.079,D
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2025-08,8,12352,110,0.893,A
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2024-07,24,6552,278,4.254,C
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2025-04,3,10062,171,1.702,B
SUP-0090,Williams Ltd GmbH,China,Connectors,2024-08,8,9720,112,1.16,A
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2025-03,19,80845,1333,1.649,B
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2025-07,2,3510,38,1.092,A
SUP-0034,Owen-Middleton Group,China,Plastic Components,2023-10,16,21072,225,1.069,A
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2024-04,9,16533,107,0.65,A
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2025-09,3,11901,685,5.76,D
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2025-08,19,62567,1540,2.462,B
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2023-07,20,44700,1886,4.221,C
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2024-10,19,8778,564,6.426,D
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2023-07,9,21978,1322,6.016,D
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2023-03,8,31920,245,0.768,A
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2025-12,16,78416,6273,8.0,D
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2025-12,20,82740,3866,4.673,C
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2023-11,20,78380,1698,2.167,B
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2023-10,9,20475,186,0.909,A
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2023-03,20,30480,2197,7.208,D
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2023-11,14,18704,1030,5.509,D
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2024-04,18,12528,275,2.195,B
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2023-04,4,11420,619,5.421,D
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2023-08,4,13632,487,3.577,C
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2024-09,11,33418,554,1.658,B
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2023-11,11,9570,342,3.578,C
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2024-08,20,85580,1207,1.411,A
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2023-11,25,100225,761,0.76,A
SUP-0066,Lopez and Sons Corp,China,Connectors,2023-12,15,53265,3152,5.918,D
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2024-07,17,55777,2443,4.382,C
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2024-04,10,6140,94,1.534,B
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2023-05,2,8048,145,1.807,B
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2023-04,24,65832,1481,2.25,B
SUP-0050,Oconnor-Anderson Components,Poland,Plastic Components,2025-11,11,54395,1282,2.358,B
SUP-0002,"Thompson, Cohen and Deleon Industries",USA,Plastic Components,2025-09,6,28644,664,2.321,B
SUP-0083,Burch-Harris Components,USA,Transformers,2025-10,20,43880,938,2.138,B
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2023-10,9,8541,654,7.669,D
SUP-0065,Garrison Group Industries,Mexico,Transformers,2025-12,14,22120,1102,4.985,C
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2023-10,8,27672,392,1.419,A
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2024-10,3,13047,966,7.407,D
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2025-04,24,49560,2095,4.228,C
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2025-12,20,28160,932,3.311,C
SUP-0134,Davis-Lopez Components,India,Switchgear Parts,2024-08,25,92925,4406,4.742,C
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2023-08,2,2428,75,3.098,C
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2024-06,20,74820,1524,2.038,B
SUP-0136,Duarte-Butler Group,USA,Circuit Breakers,2023-11,3,13851,261,1.888,B
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2024-01,22,82324,560,0.681,A
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2025-04,23,16629,701,4.219,C
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2023-07,18,11088,516,4.657,C
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2025-09,20,58420,3781,6.472,D
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2025-07,19,75012,5421,7.228,D
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2023-02,18,31446,940,2.99,B
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2023-05,13,22568,976,4.329,C
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2024-07,4,16196,788,4.87,C
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2023-04,15,42885,1095,2.555,B
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2023-04,3,3912,99,2.546,B
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2023-04,14,34510,1464,4.244,C
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2025-11,22,91630,5262,5.744,D
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2023-10,14,64456,4128,6.404,D
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2023-02,3,4887,108,2.228,B
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2023-10,8,22176,1288,5.811,D
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2024-09,23,94139,5097,5.415,D
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2025-03,4,10468,244,2.331,B
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2024-01,20,98860,5220,5.28,D
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2025-09,18,56808,3780,6.654,D
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2025-08,13,4316,112,2.613,B
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2025-02,24,82368,3031,3.68,C
SUP-0116,Chen-Mills Corp,China,Metal Components,2023-09,9,33876,1271,3.753,C
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2024-08,2,7430,588,7.917,D
SUP-0134,Davis-Lopez Components,India,Switchgear Parts,2023-08,18,17028,1052,6.179,D
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2025-02,16,33600,474,1.413,A
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2023-10,25,33375,675,2.025,B
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2023-08,21,35322,255,0.722,A
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2024-09,19,91105,6508,7.144,D
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2024-06,25,68625,908,1.324,A
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2024-05,4,18116,407,2.249,B
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2023-08,9,10044,266,2.654,B
SUP-0002,"Thompson, Cohen and Deleon Industries",USA,Plastic Components,2023-02,25,60700,1491,2.456,B
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2025-04,11,22286,917,4.115,C
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2025-09,10,24780,138,0.557,A
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2024-10,9,27729,2038,7.35,D
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2023-08,20,56340,1301,2.311,B
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2025-03,22,46706,1173,2.512,B
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2025-11,3,7011,385,5.5,D
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2023-02,21,53571,4285,8.0,D
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-06,15,25170,1004,3.991,C
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2025-08,21,59283,2055,3.467,C
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2024-10,21,11928,296,2.488,B
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2024-09,18,5886,174,2.967,B
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2025-10,15,8085,409,5.059,D
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2025-12,7,15610,211,1.355,A
SUP-0083,Burch-Harris Components,USA,Transformers,2024-01,22,32714,1281,3.916,C
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2024-11,23,25944,1544,5.953,D
SUP-0033,Knox-Smith Group,India,Connectors,2023-09,7,8771,348,3.973,C
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2024-01,5,18260,1298,7.111,D
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2024-07,20,82860,494,0.597,A
SUP-0142,Campbell and Sons Industries,USA,Transformers,2024-02,11,30800,1548,5.028,D
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-01,21,52206,1271,2.435,B
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2025-02,9,28755,2300,8.0,D
SUP-0033,Knox-Smith Group,India,Connectors,2023-03,17,30447,1169,3.84,C
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2025-02,17,11645,931,8.0,D
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2024-05,13,59605,3753,6.297,D
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2024-12,10,37270,1288,3.458,C
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2023-01,22,70928,5377,7.581,D
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2023-08,14,67074,2416,3.603,C
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2024-04,2,7356,185,2.518,B
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-09,3,5700,135,2.384,B
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2024-08,24,78240,2950,3.771,C
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2023-10,15,60675,2262,3.729,C
SUP-0011,Nicholson LLC Corp,Poland,Circuit Breakers,2025-03,9,22671,529,2.337,B
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2024-12,16,28288,378,1.34,A
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2024-01,5,6870,272,3.963,C
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2024-05,12,47808,791,1.656,B
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2023-07,19,62890,3329,5.294,D
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2025-04,20,84920,2379,2.802,B
SUP-0039,Adams Inc Components,Germany,Metal Components,2025-03,5,7685,85,1.116,A
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2024-11,18,40824,2853,6.989,D
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2025-08,4,7164,179,2.501,B
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2025-01,10,24000,1556,6.484,D
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2024-06,20,25360,1188,4.688,C
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2023-11,11,28402,270,0.951,A
SUP-0116,Chen-Mills Corp,China,Metal Components,2023-09,22,52800,3043,5.765,D
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2024-01,22,19294,416,2.157,B
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2023-11,9,28224,325,1.154,A
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2025-11,6,6786,102,1.512,B
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2025-04,4,17412,657,3.775,C
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2024-10,3,6951,284,4.092,C
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2023-09,4,11800,173,1.474,A
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2024-12,3,3750,165,4.419,C
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2025-06,8,39096,570,1.46,A
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2023-01,13,4875,302,6.201,D
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2025-09,12,32340,1325,4.099,C
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2024-02,24,112560,1929,1.714,B
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2023-04,2,7510,291,3.879,C
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2025-09,25,47650,2503,5.253,D
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-05,4,11212,189,1.694,B
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2023-09,9,19566,702,3.591,C
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-10,7,14259,307,2.155,B
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2024-02,4,10332,826,8.0,D
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-11,12,19800,741,3.747,C
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2023-03,3,9861,100,1.02,A
SUP-0066,Lopez and Sons Corp,China,Connectors,2024-05,18,18594,1066,5.735,D
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2025-04,19,46816,2173,4.644,C
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2024-12,21,84756,6637,7.831,D
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2025-01,19,72960,2531,3.469,C
SUP-0050,Oconnor-Anderson Components,Poland,Plastic Components,2025-03,14,67578,2364,3.499,C
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2024-12,9,30564,254,0.832,A
SUP-0034,Owen-Middleton Group,China,Plastic Components,2023-02,21,47208,443,0.939,A
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2023-07,5,9910,51,0.519,A
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2025-11,9,18486,1045,5.655,D
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2023-12,8,16520,586,3.552,C
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2024-12,20,98440,7875,8.0,D
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2024-04,8,34344,1580,4.601,C
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2024-01,13,35204,1448,4.114,C
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2024-09,25,45725,565,1.237,A
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2023-04,17,28832,184,0.64,A
SUP-0033,Knox-Smith Group,India,Connectors,2025-09,4,16220,595,3.671,C
SUP-0008,Young and Sons Industries,Germany,Plastic Components,2025-11,13,29445,284,0.967,A
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2023-02,5,16320,433,2.656,B
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2025-09,24,56736,3313,5.841,D
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2025-09,16,64704,1736,2.683,B
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2025-04,10,10810,813,7.528,D
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2025-02,22,101398,5281,5.208,D
SUP-0145,Charles LLC Manufacturing,India,Transformers,2023-05,19,33478,826,2.469,B
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2025-03,25,40800,1605,3.935,C
SUP-0062,Burke-Owens Components,India,Metal Components,2023-07,16,50432,1374,2.726,B
SUP-0116,Chen-Mills Corp,China,Metal Components,2025-12,13,41171,2803,6.809,D
SUP-0004,Hernandez Group Pvt Ltd,Mexico,Transformers,2025-01,15,10590,324,3.065,C
SUP-0034,Owen-Middleton Group,China,Plastic Components,2023-03,22,92400,902,0.977,A
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2023-08,7,4025,117,2.923,B
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2025-01,14,7980,336,4.219,C
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2023-12,23,78315,519,0.664,A
SUP-0033,Knox-Smith Group,India,Connectors,2025-08,24,7752,299,3.868,C
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2025-12,3,1578,14,0.946,A
SUP-0143,Morris Ltd Group,Mexico,Connectors,2025-11,3,9498,71,0.753,A
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2025-10,3,5109,119,2.343,B
SUP-0126,Powell-Morris Group,Germany,Connectors,2023-11,7,34125,1464,4.291,C
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2024-09,14,45948,3675,8.0,D
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2024-07,6,17694,877,4.957,C
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2025-09,8,27864,1119,4.016,C
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2025-09,20,19800,1014,5.122,D
SUP-0066,Lopez and Sons Corp,China,Connectors,2025-12,5,10345,478,4.624,C
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2023-05,21,43659,1050,2.406,B
SUP-0034,Owen-Middleton Group,China,Plastic Components,2025-06,23,28566,301,1.056,A
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2023-09,13,55523,983,1.771,B
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2023-12,17,31212,643,2.063,B
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2025-05,24,86232,5216,6.049,D
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2025-11,11,33396,537,1.609,B
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2025-01,17,52258,599,1.147,A
SUP-0138,"Patrick, Watts and Robinson Industries",USA,Switchgear Parts,2025-03,10,39710,2427,6.114,D
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2023-12,9,33885,2375,7.009,D
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2024-12,13,13156,652,4.957,C
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2023-02,21,66381,863,1.3,A
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2024-10,3,2268,49,2.185,B
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2023-10,24,5520,441,8.0,D
SUP-0090,Williams Ltd GmbH,China,Connectors,2023-06,20,26980,268,0.994,A
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2024-08,8,2440,12,0.523,A
SUP-0033,Knox-Smith Group,India,Connectors,2025-12,22,72578,3567,4.915,C
SUP-0067,Woods-Liu Group,China,Transformers,2024-04,24,42384,2207,5.208,D
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2023-09,25,79250,4430,5.591,D
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2023-02,20,55220,1559,2.825,B
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2023-02,15,73995,3770,5.096,D
