supplierid,suppliername,supplierregion,componenttype,month,deliveries,unitsreceived,defectiveunits,defectrate,supplierrating,risk_score,risk_category
SUP-0024,"Miles, Perez and Johnson Pvt Ltd",Germany,Plastic Components,2024-05,16,77408,823,1.063,A,0.9669999999999999,Low
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2023-10,12,34536,1449,4.198,C,3.0984000000000003,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-11,19,84721,1433,1.692,B,1.5884,Low
SUP-0143,Morris Ltd Group,Mexico,Connectors,2024-11,10,38640,353,0.914,A,0.6896,Low
SUP-0033,Knox-Smith Group,India,Connectors,2024-03,3,9507,442,4.652,C,2.968,Low
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2024-09,7,12957,156,1.205,A,0.7854,Low
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2023-05,24,66840,2847,4.261,C,3.6954000000000002,Low
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2023-01,18,46656,2576,5.523,D,4.3442,Low
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2023-07,16,24720,1488,6.023,D,4.209,Low
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2024-05,17,61200,2588,4.23,C,3.5732000000000004,Low
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2023-06,14,15610,799,5.123,D,3.3933999999999997,Low
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2025-01,19,87362,6606,7.562,D,7.179600000000001,Medium
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2024-03,6,8820,270,3.072,C,1.9512,Low
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2023-02,9,17604,833,4.736,C,3.1748,Low
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2025-04,13,42549,1867,4.389,C,3.3802,Low
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2023-06,12,48000,2413,5.028,D,3.9819999999999993,Low
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2024-12,9,21627,334,1.545,B,1.0606,Low
SUP-0116,Chen-Mills Corp,China,Metal Components,2025-10,12,16560,721,4.354,C,2.9008000000000003,Low
SUP-0132,Patel-Gamble Industries,Poland,Connectors,2025-04,15,49275,831,1.688,B,1.3452,Low
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2024-02,16,17152,839,4.893,C,3.2714,Low
SUP-0090,Williams Ltd GmbH,China,Connectors,2023-08,9,41598,402,0.967,A,0.741,Low
SUP-0115,Dixon-Collins Corp,USA,Connectors,2025-07,13,27508,1364,4.959,C,3.521,Low
SUP-0034,Owen-Middleton Group,China,Plastic Components,2025-11,15,9525,93,0.984,A,0.6275999999999999,Low
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2025-10,11,31229,1395,4.469,C,3.2394,Low
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2023-11,17,49623,2272,4.58,C,3.6567999999999996,Low
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2025-06,17,71978,3555,4.94,C,4.386,Low
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2024-04,18,62730,1469,2.342,B,1.9928,Low
SUP-0066,Lopez and Sons Corp,China,Connectors,2023-03,20,91100,5081,5.577,D,5.3786000000000005,Medium
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2023-05,14,51170,3621,7.077,D,5.6946,Medium
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2025-07,5,16670,136,0.82,A,0.5464,Low
SUP-0134,Davis-Lopez Components,India,Switchgear Parts,2025-02,3,8445,611,7.242,D,4.5896,Low
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2025-06,24,112368,2040,1.816,B,1.9056,Low
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2025-12,19,44213,606,1.372,A,1.0656,Low
SUP-0031,Miller and Sons Corp,China,Connectors,2023-11,3,4608,306,6.662,D,4.1196,Low
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2024-03,19,61902,2742,4.43,C,3.7548,Low
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2025-10,21,29106,785,2.699,B,1.9334,Low
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2023-08,17,54604,1766,3.234,C,2.6468,Low
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2023-09,10,38650,1352,3.498,C,2.6396,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2023-11,22,107646,5872,5.456,D,5.622400000000001,Medium
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2023-02,6,23586,766,3.248,C,2.2552000000000003,Low
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2024-10,19,25346,691,2.729,B,1.9138,Low
SUP-0008,Young and Sons Industries,Germany,Plastic Components,2024-10,24,96048,779,0.812,A,0.7988000000000001,Low
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2025-08,3,10077,164,1.629,B,1.043,Low
SUP-0069,Soto-Powell GmbH,Poland,Switchgear Parts,2023-09,14,53130,1041,1.961,B,1.593,Low
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2024-10,21,94941,6569,6.92,D,6.7796,Medium
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2024-12,17,73066,2881,3.944,C,3.5187999999999997,Low
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2025-07,17,70669,1147,1.624,B,1.4332,Low
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2023-04,23,74106,1279,1.726,B,1.5471999999999997,Low
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2025-01,8,28064,898,3.203,C,2.2809999999999997,Low
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2024-05,5,5625,222,3.952,C,2.46,Low
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2024-11,17,20094,754,3.757,C,2.5558,Low
SUP-0116,Chen-Mills Corp,China,Metal Components,2023-07,17,69615,2476,3.557,C,3.1246,Low
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2025-08,24,29544,1321,4.473,C,3.2121999999999997,Low
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2025-08,9,43650,2202,5.046,D,3.9084000000000003,Low
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2023-09,16,13472,731,5.429,D,3.5498000000000003,Low
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2024-06,15,43290,2207,5.099,D,3.9422,Low
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2025-07,12,3420,128,3.765,C,2.3102,Low
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2025-07,25,119875,1750,1.46,A,1.576,Low
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2025-01,19,50616,1927,3.808,C,3.0555999999999996,Low
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2024-11,25,100675,2916,2.897,B,2.9046,Low
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2025-06,25,49275,1036,2.103,B,1.6762000000000001,Low
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2025-06,20,37580,987,2.629,B,1.9722,Low
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2023-01,12,25884,1462,5.652,D,3.976,Low
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2024-09,18,18126,565,3.122,C,2.0991999999999997,Low
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2024-09,10,5040,68,1.351,A,0.8378,Low
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2025-04,5,9430,318,3.38,C,2.1552000000000002,Low
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2025-10,14,32760,274,0.838,A,0.6123999999999999,Low
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2024-10,16,37584,431,1.149,A,0.8618,Low
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2025-12,14,43680,2719,6.227,D,4.8238,Low
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2023-01,6,22788,667,2.929,B,2.0242,Low
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2025-11,24,14304,140,0.985,A,0.647,Low
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2025-06,16,66112,1563,2.366,B,2.0448,Low
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2024-01,24,81648,806,0.988,A,0.9152,Low
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2024-12,7,28483,1405,4.934,C,3.5224,Low
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2023-10,25,27775,255,0.922,A,0.6552,Low
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2023-01,6,4296,95,2.22,B,1.37,Low
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2024-09,2,8582,426,4.975,C,3.1553999999999998,Low
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2025-09,11,23353,180,0.774,A,0.5364,Low
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2024-02,15,53865,2666,4.951,C,4.037,Low
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2023-07,20,53020,353,0.667,A,0.5414,Low
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2023-07,24,85560,3906,4.566,C,4.302,Low
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2023-09,16,44480,1058,2.379,B,1.8506,Low
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2023-10,11,13651,972,7.12,D,4.6608,Low
SUP-0011,Nicholson LLC Corp,Poland,Circuit Breakers,2024-10,19,90896,1697,1.867,B,1.799,Low
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2023-02,9,26667,205,0.772,A,0.5452,Low
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2025-11,5,20670,334,1.617,B,1.1038,Low
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2024-03,6,11556,339,2.935,B,1.8965999999999998,Low
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2024-01,4,19548,1132,5.793,D,3.9286,Low
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2023-05,6,13134,851,6.484,D,4.2307999999999995,Low
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2024-10,9,43488,328,0.756,A,0.5848,Low
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2025-02,23,30544,2373,7.772,D,5.6124,Medium
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2024-08,24,117024,3327,2.844,B,3.0372,Low
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2023-09,8,18920,609,3.219,C,2.175,Low
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2023-04,22,85470,1574,1.842,B,1.7348,Low
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2023-01,25,101425,4987,4.918,C,4.945600000000001,Low
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2024-11,12,25632,235,0.919,A,0.6454,Low
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2025-11,10,44420,934,2.103,B,1.6354000000000002,Low
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2025-06,4,18528,227,1.23,A,0.8288,Low
SUP-0143,Morris Ltd Group,Mexico,Connectors,2023-05,9,18882,146,0.778,A,0.5252,Low
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2025-04,6,19164,411,2.147,B,1.4526,Low
SUP-0090,Williams Ltd GmbH,China,Connectors,2025-06,14,16814,179,1.067,A,0.7118,Low
SUP-0033,Knox-Smith Group,India,Connectors,2025-03,12,21540,974,4.525,C,3.1046000000000005,Low
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2025-03,24,18768,227,1.214,A,0.8191999999999999,Low
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2023-07,21,25389,192,0.758,A,0.5316,Low
SUP-0039,Adams Inc Components,Germany,Metal Components,2025-03,16,34928,408,1.17,A,0.8652,Low
SUP-0143,Morris Ltd Group,Mexico,Connectors,2023-06,22,7700,67,0.881,A,0.5554,Low
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2023-05,7,14042,895,6.374,D,4.1823999999999995,Low
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2024-03,22,96734,696,0.72,A,0.7103999999999999,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2024-08,3,13083,554,4.24,C,2.7656,Low
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2023-02,19,75240,464,0.617,A,0.5558,Low
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2023-04,20,62460,3230,5.172,D,4.3952,Low
SUP-0145,Charles LLC Manufacturing,India,Transformers,2025-08,14,16128,549,3.405,C,2.2626,Low
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2025-08,7,5376,326,6.065,D,3.7694,Low
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2024-03,5,18245,846,4.641,C,3.1229999999999998,Low
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2023-09,24,28968,718,2.48,B,1.7752,Low
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2025-01,8,20968,1127,5.376,D,3.6764,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-01,2,7216,207,2.87,B,1.8048,Low
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2023-09,17,84065,3793,4.512,C,4.2244,Low
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2024-01,10,38260,1135,2.967,B,2.2342,Low
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2025-01,17,27013,696,2.58,B,1.8264,Low
SUP-0075,White Inc Corp,India,Connectors,2025-09,3,12696,73,0.579,A,0.3766,Low
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2024-05,25,47775,2633,5.511,D,4.3598,Low
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2025-11,17,65688,3094,4.711,C,4.0642,Low
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2024-10,6,8064,239,2.969,B,1.8769999999999998,Low
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2024-02,15,23715,807,3.407,C,2.367,Low
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2023-12,22,92840,4596,4.951,C,4.808999999999999,Low
SUP-0031,Miller and Sons Corp,China,Connectors,2023-03,20,99580,6333,6.36,D,6.3492,Medium
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2024-01,18,41022,2193,5.348,D,4.085999999999999,Low
SUP-0132,Patel-Gamble Industries,Poland,Connectors,2023-02,17,46189,1226,2.655,B,2.0833999999999997,Low
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2023-10,12,54108,2480,4.584,C,3.7423999999999995,Low
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2025-01,18,11934,292,2.447,B,1.585,Low
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2024-06,25,15275,649,4.255,C,2.8125999999999998,Low
SUP-0066,Lopez and Sons Corp,China,Connectors,2023-03,6,6414,263,4.114,C,2.5736,Low
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2024-07,10,16680,242,1.456,A,0.9703999999999999,Low
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2023-02,24,33696,1789,5.311,D,3.9021999999999997,Low
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2024-05,22,40898,2094,5.12,D,3.9096,Low
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2023-07,25,42475,324,0.765,A,0.5886,Low
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2023-05,11,12562,625,4.977,C,3.2362,Low
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2025-02,13,9360,296,3.163,C,2.0161999999999995,Low
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2025-07,3,2229,117,5.273,D,3.2106,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2025-05,22,77528,6202,8.0,D,7.2808,Medium
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2023-11,8,37496,2159,5.761,D,4.3202,Low
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2024-01,16,30096,2407,8.0,D,5.7628,Medium
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2025-09,8,10600,569,5.371,D,3.4502,Low
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2024-08,14,45234,1174,2.597,B,2.0278,Low
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2023-12,17,15572,385,2.473,B,1.6378,Low
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2025-01,23,111964,8957,8.0,D,8.3828,High
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2023-12,7,10983,294,2.683,B,1.7273999999999998,Low
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2023-02,19,94696,2015,2.128,B,2.0827999999999998,Low
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2024-07,13,52715,2084,3.954,C,3.206,Low
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2023-06,8,19328,1198,6.202,D,4.200399999999999,Low
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-09,9,26874,1345,5.005,D,3.5409999999999995,Low
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2023-07,21,51618,567,1.1,A,0.8868,Low
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2025-09,24,45744,487,1.067,A,0.835,Low
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2024-07,5,18750,990,5.283,D,3.5658,Low
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2023-08,14,38472,1000,2.601,B,1.9606,Low
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2024-09,23,97313,636,0.654,A,0.6468,Low
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2024-06,5,8445,253,3.006,C,1.9047999999999998,Low
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2025-07,6,29610,886,2.995,B,2.1513999999999998,Low
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2024-05,11,23463,925,3.944,C,2.7364,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-06,5,8960,171,1.914,B,1.2167999999999999,Low
SUP-0061,Cox Ltd Corp,USA,Metal Components,2024-12,20,55980,3278,5.857,D,4.8254,Low
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2025-02,21,42903,2543,5.929,D,4.5746,Low
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2024-07,3,5355,390,7.284,D,4.5264,Low
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2024-01,8,12344,619,5.02,D,3.2595999999999994,Low
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2024-07,2,3492,133,3.821,C,2.3458,Low
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2023-03,23,13731,360,2.628,B,1.7207999999999999,Low
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2023-02,21,87339,2791,3.196,C,3.034,Low
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2024-07,5,20085,561,2.798,B,1.9032,Low
SUP-0067,Woods-Liu Group,China,Transformers,2023-05,15,64530,1768,2.741,B,2.3518,Low
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2024-12,4,11936,262,2.201,B,1.4254,Low
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2023-11,10,42160,1249,2.963,B,2.2774,Low
SUP-0116,Chen-Mills Corp,China,Metal Components,2025-12,7,6825,276,4.055,C,2.5433999999999997,Low
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2024-04,23,113022,3083,2.728,B,2.87,Low
SUP-0123,Osborne Ltd Components,Mexico,Transformers,2025-08,24,62040,1337,2.156,B,1.8284000000000002,Low
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2025-03,6,6036,296,4.918,C,3.0692,Low
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2023-10,21,14406,427,2.965,B,1.9498,Low
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2024-07,14,13384,935,6.99,D,4.568,Low
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2023-07,13,12493,93,0.746,A,0.4848,Low
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2024-08,20,89220,742,0.833,A,0.7966,Low
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2025-03,9,29817,631,2.118,B,1.5231999999999999,Low
SUP-0116,Chen-Mills Corp,China,Metal Components,2023-03,3,9165,465,5.076,D,3.2316,Low
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-03,22,64614,2500,3.87,C,3.322,Low
SUP-0034,Owen-Middleton Group,China,Plastic Components,2025-01,21,72807,609,0.837,A,0.7458,Low
SUP-0116,Chen-Mills Corp,China,Metal Components,2023-05,13,45812,2489,5.434,D,4.256,Low
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2023-05,25,76100,981,1.289,A,1.1658,Low
SUP-0145,Charles LLC Manufacturing,India,Transformers,2024-11,23,19573,565,2.889,B,1.9593999999999998,Low
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2024-07,21,20496,171,0.837,A,0.5706,Low
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2024-01,11,13728,962,7.01,D,4.5908,Low
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2024-05,24,9576,67,0.709,A,0.45219999999999994,Low
SUP-0031,Miller and Sons Corp,China,Connectors,2024-09,12,15600,1109,7.115,D,4.7126,Low
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2025-08,3,12012,205,1.712,B,1.1092,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2025-02,6,10116,528,5.221,D,3.3438,Low
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2024-09,18,43866,427,0.974,A,0.7551999999999999,Low
SUP-0101,Wood-Johnson Corp,Mexico,Connectors,2024-06,4,18620,1014,5.447,D,3.6738,Low
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2024-07,19,43111,540,1.254,A,0.9683999999999999,Low
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2025-10,19,56316,2106,3.741,C,3.087,Low
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2024-09,23,93058,3462,3.721,C,3.6174000000000004,Low
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2024-05,10,9640,145,1.509,B,0.9633999999999998,Low
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2025-07,5,24355,866,3.557,C,2.4806,Low
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2024-04,18,49446,3118,6.307,D,5.0314000000000005,Medium
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2023-11,8,10512,434,4.134,C,2.654,Low
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2024-09,8,11040,324,2.937,B,1.8917999999999997,Low
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2024-11,23,93058,3621,3.891,C,3.7830000000000004,Low
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2023-06,20,37820,1663,4.4,C,3.3052,Low
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2024-08,21,78666,1596,2.029,B,1.8558,Low
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2023-10,7,34244,1514,4.422,C,3.2587999999999995,Low
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2025-09,3,8274,306,3.706,C,2.3459999999999996,Low
SUP-0031,Miller and Sons Corp,China,Connectors,2024-01,7,17542,1255,7.155,D,4.795,Low
