EmployeeID,Department,JobRole,TrainingCourse,TrainingDate,ExpiryDate,TrainingStatus,ComplianceStatus
EMP-13759,Engineering,Manufacturing Engineer,Calibration Awareness,2025-07-16,2026-07-16,Completed,Compliant
EMP-13760,Manufacturing,Production Supervisor,ISO 9001 Awareness,2025-03-04,2026-03-04,Expired,Compliant
EMP-13761,Supply Chain,Supply Chain Analyst,Safety Training,2025-03-23,2026-03-23,Completed,Compliant
EMP-13762,Quality,Auditor,ISO 9001 Awareness,2023-09-23,2024-09-22,Completed,Compliant
EMP-13763,Supply Chain,Buyer,5S Lean Manufacturing,2023-07-23,2024-07-22,Expired,Compliant
EMP-13764,Maintenance,Maintenance Supervisor,ISO 9001 Awareness,2025-05-20,2026-05-20,Completed,Compliant
EMP-13765,Quality,QA Manager,Safety Training,2025-04-16,2026-04-16,Completed,Compliant
EMP-13766,Manufacturing,Machine Operator,Safety Training,2023-08-17,2024-08-16,Expired,Compliant
EMP-13767,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2023-07-01,2024-06-30,Completed,Non-Compliant
EMP-13768,Maintenance,Reliability Engineer,ISO 9001 Awareness,2025-01-31,2026-01-31,Completed,Compliant
EMP-13769,Warehouse,Inventory Clerk,Internal Auditor Training,2024-12-04,2026-12-04,Completed,Compliant
EMP-13770,Warehouse,Inventory Clerk,5S Lean Manufacturing,2024-09-26,2026-09-26,Completed,Compliant
EMP-13771,Warehouse,Inventory Clerk,Calibration Awareness,2023-12-19,2024-12-18,Completed,Compliant
EMP-13772,Manufacturing,Production Supervisor,ISO 9001 Awareness,2023-09-22,2024-09-21,Expired,Compliant
EMP-13773,Engineering,Design Engineer,5S Lean Manufacturing,2023-10-25,2025-10-24,Expired,Compliant
EMP-13774,Quality,Quality Engineer,Safety Training,2025-07-07,2026-07-07,Completed,Compliant
EMP-13775,Supply Chain,Supply Chain Analyst,Calibration Awareness,2024-07-16,2025-07-16,Completed,Compliant
EMP-13776,Manufacturing,Production Supervisor,ISO 9001 Awareness,2024-12-10,2025-12-10,Expired,Compliant
EMP-13777,Engineering,Manufacturing Engineer,5S Lean Manufacturing,2025-06-23,2027-06-23,Completed,Compliant
EMP-13778,Maintenance,Maintenance Technician,Internal Auditor Training,2024-02-27,2025-02-26,Expired,Compliant
EMP-13779,Warehouse,Warehouse Supervisor,5S Lean Manufacturing,2023-08-27,2024-08-26,Completed,Compliant
EMP-13780,Engineering,Process Engineer,Internal Auditor Training,2023-11-16,2024-11-15,Completed,Compliant
EMP-13781,Maintenance,Maintenance Supervisor,ISO 9001 Awareness,2023-02-10,2025-02-09,Completed,Compliant
EMP-13782,Warehouse,Warehouse Supervisor,Safety Training,2023-01-10,2025-01-09,Expired,Compliant
EMP-13783,Quality,QA Manager,Calibration Awareness,2025-05-16,2027-05-16,Completed,Compliant
EMP-13784,HR,HR Generalist,Calibration Awareness,2023-03-03,2024-03-02,Completed,Non-Compliant
EMP-13785,Warehouse,Forklift Operator,Safety Training,2025-04-09,2026-04-09,Completed,Compliant
EMP-13786,Manufacturing,Machine Operator,ISO 9001 Awareness,2024-07-05,2025-07-05,Expired,Non-Compliant
EMP-13787,Warehouse,Warehouse Supervisor,Calibration Awareness,2023-10-08,2024-10-07,Expired,Compliant
EMP-13788,Maintenance,Reliability Engineer,Calibration Awareness,2023-08-30,2024-08-29,Expired,Compliant
EMP-13789,Warehouse,Warehouse Operator,Calibration Awareness,2023-06-10,2024-06-09,Completed,Compliant
EMP-13790,Engineering,Design Engineer,5S Lean Manufacturing,2025-04-28,2026-04-28,Completed,Compliant
EMP-13791,Maintenance,Maintenance Technician,ISO 9001 Awareness,2025-03-08,2026-03-08,Pending,Compliant
EMP-13792,Warehouse,Warehouse Operator,Internal Auditor Training,2025-06-20,2027-06-20,Completed,Compliant
EMP-13793,Supply Chain,Planner,Internal Auditor Training,2023-09-25,2025-09-24,Completed,Compliant
EMP-13794,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2025-07-25,2026-07-25,Completed,Compliant
EMP-13795,Supply Chain,Planner,ISO 9001 Awareness,2023-12-17,2024-12-16,Expired,Compliant
EMP-13796,Engineering,Design Engineer,5S Lean Manufacturing,2023-08-16,2025-08-15,Expired,Compliant
EMP-13797,Maintenance,Reliability Engineer,ISO 9001 Awareness,2023-01-21,2024-01-21,Expired,Compliant
EMP-13798,Quality,Quality Engineer,ISO 9001 Awareness,2023-07-20,2025-07-19,Completed,Compliant
EMP-13799,Warehouse,Warehouse Supervisor,ISO 9001 Awareness,2023-08-17,2025-08-16,Completed,Compliant
EMP-13800,HR,Training Coordinator,Calibration Awareness,2024-08-23,2026-08-23,Completed,Compliant
EMP-13801,Maintenance,Maintenance Technician,ISO 9001 Awareness,2023-03-25,2024-03-24,Expired,Compliant
EMP-13802,Manufacturing,Machine Operator,Safety Training,2025-05-01,2027-05-01,Completed,Compliant
EMP-13803,Manufacturing,Assembly Technician,Safety Training,2023-07-13,2025-07-12,Expired,Compliant
EMP-13804,Manufacturing,Line Lead,Calibration Awareness,2024-11-07,2025-11-07,Completed,Compliant
EMP-13805,HR,HR Generalist,Calibration Awareness,2025-05-19,2026-05-19,Completed,Compliant
EMP-13806,Quality,Quality Inspector,ISO 9001 Awareness,2024-09-15,2026-09-15,Completed,Compliant
EMP-13807,Warehouse,Warehouse Operator,Calibration Awareness,2025-06-27,2026-06-27,Completed,Compliant
EMP-13808,HR,HR Generalist,ISO 9001 Awareness,2024-07-09,2025-07-09,Expired,Compliant
EMP-13809,Supply Chain,Supply Chain Analyst,Calibration Awareness,2023-12-03,2024-12-02,Completed,Compliant
EMP-13810,Supply Chain,Planner,Safety Training,2024-05-13,2026-05-13,Completed,Compliant
EMP-13811,Manufacturing,Line Lead,Safety Training,2023-10-23,2024-10-22,Completed,Compliant
EMP-13812,Warehouse,Inventory Clerk,Internal Auditor Training,2025-08-12,2026-08-12,Pending,Non-Compliant
EMP-13813,Maintenance,Maintenance Technician,Internal Auditor Training,2025-01-03,2026-01-03,Completed,Compliant
EMP-13814,Maintenance,Maintenance Supervisor,Safety Training,2023-10-24,2024-10-23,Expired,Compliant
EMP-13815,Warehouse,Inventory Clerk,Internal Auditor Training,2024-02-17,2025-02-16,Completed,Compliant
EMP-13816,Maintenance,Maintenance Technician,Safety Training,2023-09-06,2024-09-05,Completed,Compliant
EMP-13817,Quality,Quality Inspector,Calibration Awareness,2025-09-14,2026-09-14,Completed,Compliant
EMP-13818,Quality,Auditor,Safety Training,2023-07-19,2024-07-18,Completed,Compliant
EMP-13819,HR,HR Manager,5S Lean Manufacturing,2024-11-14,2025-11-14,Expired,Compliant
EMP-13820,Maintenance,Reliability Engineer,Safety Training,2023-09-27,2024-09-26,Expired,Non-Compliant
EMP-13821,Engineering,Design Engineer,5S Lean Manufacturing,2023-08-17,2025-08-16,Expired,Non-Compliant
EMP-13822,HR,HR Generalist,Calibration Awareness,2023-01-10,2025-01-09,Completed,Compliant
EMP-13823,Quality,QA Manager,Internal Auditor Training,2023-08-17,2024-08-16,Expired,Compliant
EMP-13824,Maintenance,Reliability Engineer,Safety Training,2025-06-24,2026-06-24,Completed,Compliant
EMP-13825,HR,HR Manager,Calibration Awareness,2023-11-14,2025-11-13,Completed,Compliant
EMP-13826,Engineering,Design Engineer,Internal Auditor Training,2024-10-17,2025-10-17,Expired,Compliant
EMP-13827,Warehouse,Inventory Clerk,Safety Training,2025-01-11,2027-01-11,Completed,Compliant
EMP-13828,HR,Training Coordinator,5S Lean Manufacturing,2024-07-23,2025-07-23,Completed,Compliant
EMP-13829,Engineering,Design Engineer,Calibration Awareness,2025-09-03,2027-09-03,Completed,Compliant
EMP-13830,Engineering,Process Engineer,Safety Training,2025-04-04,2027-04-04,Completed,Compliant
EMP-13831,Maintenance,Maintenance Supervisor,Calibration Awareness,2023-02-08,2024-02-08,Completed,Compliant
EMP-13832,Maintenance,Maintenance Technician,Calibration Awareness,2024-01-07,2025-01-06,Expired,Compliant
EMP-13833,Supply Chain,Planner,Calibration Awareness,2025-10-15,2026-10-15,Pending,Compliant
EMP-13834,Engineering,Manufacturing Engineer,Internal Auditor Training,2024-10-18,2025-10-18,Expired,Compliant
EMP-13835,Warehouse,Inventory Clerk,ISO 9001 Awareness,2023-09-17,2025-09-16,Expired,Compliant
EMP-13836,HR,HR Generalist,Calibration Awareness,2023-10-30,2024-10-29,Completed,Compliant
EMP-13837,HR,HR Generalist,Internal Auditor Training,2025-04-17,2026-04-17,Completed,Compliant
EMP-13838,Maintenance,Maintenance Supervisor,Calibration Awareness,2025-09-10,2026-09-10,Completed,Compliant
EMP-13839,Warehouse,Forklift Operator,Calibration Awareness,2024-11-26,2025-11-26,Expired,Compliant
EMP-13840,Manufacturing,Line Lead,Safety Training,2025-08-05,2027-08-05,Completed,Compliant
EMP-13841,HR,HR Generalist,Internal Auditor Training,2023-01-01,2024-12-31,Completed,Compliant
EMP-13842,Maintenance,Reliability Engineer,ISO 9001 Awareness,2023-11-09,2024-11-08,Expired,Compliant
EMP-13843,Quality,QA Manager,Calibration Awareness,2025-07-23,2027-07-23,Completed,Compliant
EMP-13844,Manufacturing,Line Lead,Calibration Awareness,2025-03-26,2026-03-26,Pending,Compliant
EMP-13845,Engineering,Process Engineer,5S Lean Manufacturing,2025-01-28,2026-01-28,Completed,Compliant
EMP-13846,Engineering,Manufacturing Engineer,Internal Auditor Training,2023-01-15,2024-01-15,Expired,Compliant
EMP-13847,Warehouse,Forklift Operator,Calibration Awareness,2023-04-19,2025-04-18,Expired,Compliant
EMP-13848,Quality,Quality Engineer,Internal Auditor Training,2024-06-27,2025-06-27,Completed,Non-Compliant
EMP-13849,Maintenance,Reliability Engineer,Safety Training,2023-03-14,2024-03-13,Expired,Compliant
EMP-13850,HR,HR Generalist,Safety Training,2023-01-21,2024-01-21,Expired,Compliant
EMP-13851,Warehouse,Warehouse Operator,Safety Training,2023-11-30,2024-11-29,Expired,Non-Compliant
EMP-13852,Engineering,Manufacturing Engineer,Calibration Awareness,2025-03-25,2027-03-25,Completed,Compliant
EMP-13853,Warehouse,Inventory Clerk,Calibration Awareness,2024-02-07,2025-02-06,Expired,Compliant
EMP-13854,Maintenance,Reliability Engineer,Calibration Awareness,2024-12-09,2025-12-09,Expired,Non-Compliant
EMP-13855,Manufacturing,Machine Operator,Internal Auditor Training,2023-04-06,2025-04-05,Expired,Compliant
EMP-13856,Maintenance,Maintenance Supervisor,Internal Auditor Training,2024-07-22,2025-07-22,Completed,Compliant
EMP-13857,Quality,Auditor,Calibration Awareness,2024-11-24,2025-11-24,Expired,Compliant
EMP-13858,Engineering,Design Engineer,Calibration Awareness,2023-11-06,2024-11-05,Completed,Compliant
EMP-13859,Quality,Quality Inspector,ISO 9001 Awareness,2023-02-25,2025-02-24,Completed,Compliant
EMP-13860,Engineering,Manufacturing Engineer,5S Lean Manufacturing,2024-12-24,2026-12-24,Completed,Compliant
EMP-13861,HR,Training Coordinator,ISO 9001 Awareness,2024-02-28,2026-02-27,Completed,Compliant
EMP-13862,Manufacturing,Production Supervisor,ISO 9001 Awareness,2024-05-17,2025-05-17,Completed,Compliant
EMP-13863,Quality,Auditor,Internal Auditor Training,2025-04-07,2027-04-07,Completed,Compliant
EMP-13864,Supply Chain,Logistics Coordinator,5S Lean Manufacturing,2024-05-04,2025-05-04,Expired,Compliant
EMP-13865,Quality,Quality Engineer,Safety Training,2024-06-04,2026-06-04,Completed,Compliant
EMP-13866,Manufacturing,Machine Operator,Safety Training,2023-06-06,2024-06-05,Expired,Compliant
EMP-13867,Engineering,Process Engineer,Internal Auditor Training,2023-05-02,2024-05-01,Completed,Compliant
EMP-13868,Quality,QA Manager,Calibration Awareness,2023-01-19,2025-01-18,Completed,Compliant
EMP-13869,Maintenance,Maintenance Supervisor,5S Lean Manufacturing,2024-01-23,2026-01-22,Completed,Compliant
EMP-13870,HR,HR Manager,Internal Auditor Training,2023-03-05,2024-03-04,Completed,Compliant
EMP-13871,Maintenance,Reliability Engineer,Safety Training,2025-05-17,2026-05-17,Completed,Compliant
EMP-13872,Engineering,Process Engineer,Safety Training,2024-01-18,2025-01-17,Expired,Compliant
EMP-13873,Engineering,Design Engineer,ISO 9001 Awareness,2025-01-22,2027-01-22,Completed,Compliant
EMP-13874,HR,Training Coordinator,5S Lean Manufacturing,2024-12-26,2025-12-26,Expired,Compliant
EMP-13875,Warehouse,Forklift Operator,Calibration Awareness,2024-12-16,2026-12-16,Pending,Compliant
EMP-13876,HR,Training Coordinator,5S Lean Manufacturing,2023-10-28,2024-10-27,Completed,Compliant
EMP-13877,Quality,QA Manager,Calibration Awareness,2024-11-13,2026-11-13,Completed,Compliant
EMP-13878,Quality,Auditor,ISO 9001 Awareness,2024-06-12,2025-06-12,Completed,Compliant
EMP-13879,Manufacturing,Production Supervisor,Internal Auditor Training,2024-09-26,2025-09-26,Completed,Compliant
EMP-13880,Maintenance,Maintenance Technician,Calibration Awareness,2024-05-22,2025-05-22,Expired,Compliant
EMP-13881,Maintenance,Maintenance Supervisor,Internal Auditor Training,2024-08-14,2025-08-14,Expired,Compliant
EMP-13882,Maintenance,Maintenance Technician,ISO 9001 Awareness,2025-06-30,2026-06-30,Completed,Compliant
EMP-13883,Maintenance,Reliability Engineer,Internal Auditor Training,2025-09-17,2026-09-17,Completed,Compliant
EMP-13884,HR,HR Generalist,5S Lean Manufacturing,2023-11-19,2025-11-18,Expired,Compliant
EMP-13885,Maintenance,Maintenance Technician,Safety Training,2023-08-24,2025-08-23,Expired,Compliant
EMP-13886,Maintenance,Reliability Engineer,Calibration Awareness,2024-09-24,2026-09-24,Completed,Compliant
EMP-13887,Warehouse,Warehouse Supervisor,ISO 9001 Awareness,2024-12-13,2025-12-13,Expired,Compliant
EMP-13888,HR,HR Generalist,Calibration Awareness,2025-10-07,2026-10-07,Completed,Compliant
EMP-13889,Quality,QA Manager,ISO 9001 Awareness,2023-12-03,2024-12-02,Expired,Compliant
EMP-13890,Maintenance,Reliability Engineer,Internal Auditor Training,2025-03-25,2026-03-25,Completed,Compliant
EMP-13891,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2023-05-27,2024-05-26,Expired,Compliant
EMP-13892,Quality,Auditor,5S Lean Manufacturing,2023-12-25,2025-12-24,Completed,Compliant
EMP-13893,Manufacturing,Line Lead,Safety Training,2023-07-18,2025-07-17,Expired,Non-Compliant
EMP-13894,Warehouse,Warehouse Supervisor,Internal Auditor Training,2024-11-02,2025-11-02,Expired,Compliant
EMP-13895,HR,Training Coordinator,Internal Auditor Training,2024-12-17,2025-12-17,Completed,Compliant
EMP-13896,Engineering,Process Engineer,5S Lean Manufacturing,2025-07-08,2027-07-08,Completed,Compliant
EMP-13897,Supply Chain,Logistics Coordinator,Safety Training,2024-10-12,2025-10-12,Expired,Compliant
EMP-13898,Supply Chain,Logistics Coordinator,Calibration Awareness,2025-02-14,2027-02-14,Completed,Compliant
EMP-13899,Manufacturing,Production Supervisor,ISO 9001 Awareness,2024-07-30,2026-07-30,Completed,Compliant
EMP-13900,Quality,Auditor,5S Lean Manufacturing,2024-06-29,2025-06-29,Completed,Compliant
EMP-13901,Warehouse,Warehouse Supervisor,Safety Training,2023-01-01,2024-12-31,Completed,Compliant
EMP-13902,Maintenance,Maintenance Technician,Calibration Awareness,2024-01-25,2025-01-24,Expired,Compliant
EMP-13903,HR,Training Coordinator,ISO 9001 Awareness,2024-09-12,2025-09-12,Expired,Compliant
EMP-13904,Engineering,Process Engineer,Safety Training,2023-07-12,2025-07-11,Completed,Compliant
EMP-13905,Maintenance,Maintenance Technician,Calibration Awareness,2025-05-24,2026-05-24,Completed,Compliant
EMP-13906,Engineering,Process Engineer,Internal Auditor Training,2023-05-22,2025-05-21,Completed,Compliant
EMP-13907,Engineering,Process Engineer,ISO 9001 Awareness,2023-05-21,2024-05-20,Expired,Non-Compliant
EMP-13908,Quality,Quality Engineer,Internal Auditor Training,2023-11-15,2024-11-14,Completed,Non-Compliant
EMP-13909,Manufacturing,Line Lead,Safety Training,2023-06-16,2025-06-15,Expired,Compliant
EMP-13910,Engineering,Process Engineer,Safety Training,2025-06-06,2026-06-06,Completed,Compliant
EMP-13911,Manufacturing,Assembly Technician,Safety Training,2023-11-15,2024-11-14,Expired,Compliant
EMP-13912,Engineering,Manufacturing Engineer,ISO 9001 Awareness,2024-09-07,2025-09-07,Completed,Compliant
EMP-13913,Engineering,Process Engineer,Internal Auditor Training,2023-07-13,2024-07-12,Completed,Non-Compliant
EMP-13914,Maintenance,Reliability Engineer,5S Lean Manufacturing,2025-06-05,2026-06-05,Completed,Compliant
EMP-13915,Quality,Auditor,5S Lean Manufacturing,2024-06-29,2025-06-29,Expired,Compliant
EMP-13916,HR,Training Coordinator,Calibration Awareness,2023-05-10,2024-05-09,Expired,Compliant
EMP-13917,Maintenance,Maintenance Supervisor,5S Lean Manufacturing,2025-01-28,2026-01-28,Completed,Compliant
EMP-13918,Warehouse,Warehouse Supervisor,5S Lean Manufacturing,2025-10-18,2027-10-18,Completed,Compliant
EMP-13919,Engineering,Manufacturing Engineer,Safety Training,2024-08-06,2026-08-06,Completed,Compliant
EMP-13920,Supply Chain,Planner,Safety Training,2024-09-01,2026-09-01,Completed,Compliant
EMP-13921,Quality,Auditor,Calibration Awareness,2024-09-25,2025-09-25,Completed,Compliant
EMP-13922,Warehouse,Warehouse Supervisor,5S Lean Manufacturing,2024-07-25,2025-07-25,Expired,Compliant
EMP-13923,Manufacturing,Production Supervisor,Internal Auditor Training,2024-04-03,2025-04-03,Expired,Compliant
EMP-13924,Warehouse,Forklift Operator,Safety Training,2025-07-22,2026-07-22,Completed,Compliant
EMP-13925,Maintenance,Maintenance Technician,Internal Auditor Training,2024-10-28,2026-10-28,Completed,Compliant
EMP-13926,Supply Chain,Planner,5S Lean Manufacturing,2023-07-27,2024-07-26,Expired,Compliant
EMP-13927,HR,HR Manager,Safety Training,2024-08-29,2025-08-29,Completed,Compliant
EMP-13928,Supply Chain,Planner,ISO 9001 Awareness,2024-03-17,2025-03-17,Expired,Compliant
EMP-13929,Warehouse,Forklift Operator,5S Lean Manufacturing,2025-04-18,2026-04-18,Completed,Compliant
EMP-13930,Warehouse,Warehouse Operator,ISO 9001 Awareness,2024-06-01,2026-06-01,Completed,Compliant
EMP-13931,Engineering,Process Engineer,Calibration Awareness,2024-08-08,2025-08-08,Completed,Compliant
EMP-13932,Warehouse,Forklift Operator,Internal Auditor Training,2024-01-05,2025-01-04,Completed,Compliant
EMP-13933,Warehouse,Warehouse Supervisor,Safety Training,2025-03-05,2026-03-05,Completed,Compliant
EMP-13934,Engineering,Process Engineer,Calibration Awareness,2024-06-05,2026-06-05,Completed,Compliant
EMP-13935,Manufacturing,Machine Operator,5S Lean Manufacturing,2025-06-29,2027-06-29,Completed,Compliant
EMP-13936,Engineering,Design Engineer,Internal Auditor Training,2025-01-20,2026-01-20,Pending,Non-Compliant
EMP-13937,Warehouse,Warehouse Operator,5S Lean Manufacturing,2023-03-13,2024-03-12,Completed,Compliant
EMP-13938,Maintenance,Reliability Engineer,ISO 9001 Awareness,2025-02-12,2027-02-12,Completed,Compliant
EMP-13939,HR,HR Manager,Internal Auditor Training,2024-06-10,2025-06-10,Expired,Compliant
EMP-13940,Quality,Quality Engineer,5S Lean Manufacturing,2025-05-29,2026-05-29,Pending,Compliant
EMP-13941,Quality,Auditor,Safety Training,2023-06-13,2024-06-12,Expired,Compliant
EMP-13942,Supply Chain,Supply Chain Analyst,ISO 9001 Awareness,2023-04-16,2024-04-15,Completed,Compliant
EMP-13943,HR,Training Coordinator,Calibration Awareness,2024-02-15,2026-02-14,Completed,Compliant
EMP-13944,Quality,Quality Engineer,Safety Training,2023-08-05,2025-08-04,Completed,Compliant
EMP-13945,Warehouse,Warehouse Supervisor,Internal Auditor Training,2023-08-06,2025-08-05,Expired,Non-Compliant
EMP-13946,Maintenance,Maintenance Supervisor,ISO 9001 Awareness,2025-06-23,2027-06-23,Pending,Non-Compliant
EMP-13947,Quality,Quality Engineer,ISO 9001 Awareness,2024-09-01,2025-09-01,Expired,Compliant
